,Unnamed: 0,id,Time,Tweet,Flag,Tags
3658,242,1533727180055891969,2023-02-14 07:11:55+00:00,b'@PMacknae Pneumonia',0,NIL
3659,243,1030340231793393664,2023-02-14 07:11:50+00:00,"b""RT @MyBoxerLuvMac1: \xf0\x9f\x92\x94Nova\xf0\x9f\x92\x94\n#NYCACC #161859 3y\n\xe2\x96\xaa\xef\xb8\x8fTo Be Killed: 2/14\xf0\x9f\x92\x89\n\xe2\x96\xaa\xef\xb8\x8fRescue fell Thru!\nGorgeous Rottie's\xf0\x9f\x92\x94, after abandoned by owner in apt\xe2\x80\xa6""",0,NIL
3660,244,4108029254,2023-02-14 07:11:07+00:00,"b'RT @kiutsebenarnya: @addien90s Yes, wajib puasa at least 6 jam. If not, can lead to aspiration pneumonia. A condition where some food conte\xe2\x80\xa6'",0,NIL
3661,245,865718781594800130,2023-02-14 07:11:03+00:00,"b""RT @MyBoxerLuvMac1: \xf0\x9f\x92\x94Nova\xf0\x9f\x92\x94\n#NYCACC #161859 3y\n\xe2\x96\xaa\xef\xb8\x8fTo Be Killed: 2/14\xf0\x9f\x92\x89\n\xe2\x96\xaa\xef\xb8\x8fRescue fell Thru!\nGorgeous Rottie's\xf0\x9f\x92\x94, after abandoned by owner in apt\xe2\x80\xa6""",0,NIL
3662,246,44526025,2023-02-14 07:10:50+00:00,b'RT @MyBoxerLuvMac1: \xf0\x9f\x92\x94Chewy\xf0\x9f\x92\x94\n#NYCACC #162264 2y\n\xe2\x96\xaa\xef\xb8\x8fRelisted TBK: 2/14\xf0\x9f\x92\x89\nSweetie has pneumonia +having much difficulty breathing + needs hospit\xe2\x80\xa6',0,NIL
3663,247,1309882991401996288,2023-02-14 07:10:17+00:00,b'RT @KevoMlocal: Utagonjeka pneumonia ukituonyesha tattoo na hii Valentine \xf0\x9f\x98\x85',0,NIL
3664,248,2615044988,2023-02-14 07:10:10+00:00,"b""RT @MyBoxerLuvMac1: \xf0\x9f\x92\x94Nova\xf0\x9f\x92\x94\n#NYCACC #161859 3y\n\xe2\x96\xaa\xef\xb8\x8fTo Be Killed: 2/14\xf0\x9f\x92\x89\n\xe2\x96\xaa\xef\xb8\x8fRescue fell Thru!\nGorgeous Rottie's\xf0\x9f\x92\x94, after abandoned by owner in apt\xe2\x80\xa6""",0,NIL
3665,249,44526025,2023-02-14 07:09:53+00:00,"b""RT @MyBoxerLuvMac1: \xf0\x9f\x92\x94Nova\xf0\x9f\x92\x94\n#NYCACC #161859 3y\n\xe2\x96\xaa\xef\xb8\x8fTo Be Killed: 2/14\xf0\x9f\x92\x89\n\xe2\x96\xaa\xef\xb8\x8fRescue fell Thru!\nGorgeous Rottie's\xf0\x9f\x92\x94, after abandoned by owner in apt\xe2\x80\xa6""",0,NIL
3666,250,1538773152649646080,2023-02-14 07:09:40+00:00,b'Utagonjeka pneumonia ukituonyesha tattoo na hii Valentine \xf0\x9f\x98\x85',0,NIL
3667,251,1327813877657165825,2023-02-14 07:09:30+00:00,b'RT @Gingy4Usa: \xf0\x9f\x92\x94\xf0\x9f\x90\xbeNOVA\xf0\x9f\x90\xbe\xf0\x9f\x92\x94 #NYCACC #161859  3yrs old\nRESQ fell through &amp; back on the \xe2\x98\xa0\xef\xb8\x8flist for 2/14\nInitially abandoned in building &amp; has rec\xe2\x80\xa6',0,NIL
3668,252,1245357933065617408,2023-02-14 07:09:08+00:00,"b'@SamLuhungaMD Mwenzako naongea na personal experience hapo \xf0\x9f\x98\x82\xf0\x9f\x98\x82.. I remember back when I was in high school, I had it\xe2\x80\xa6 https://t.co/ZHF4DSm1Wi'",0,NIL
3669,253,579824126,2023-02-14 07:09:06+00:00,b'RT @MyBoxerLuvMac1: \xf0\x9f\x92\x94Chewy\xf0\x9f\x92\x94\n#NYCACC #162264 2y\n\xe2\x96\xaa\xef\xb8\x8fRelisted TBK: 2/14\xf0\x9f\x92\x89\nSweetie has pneumonia +having much difficulty breathing + needs hospit\xe2\x80\xa6',0,NIL
3670,254,270991233,2023-02-14 07:08:14+00:00,b'If anyone is after my Chris brown ticket for Thursday 16th lmk. Ain\xe2\x80\x99t no way me and my Pneumonia will make it out of my house.',0,NIL
3671,255,1268650879537700864,2023-02-14 07:08:09+00:00,"b'RT @NMBewitched: #ValentinesDay \n#NYCACC\nChewy\xf0\x9f\xa5\xb0\xf0\x9f\x98\x8d\nTBK 2/14\xf0\x9f\x92\x94\n\nWhat holds me enthralled by this glorious boy? Is it his eyes, crinkled brow, l\xe2\x80\xa6'",0,NIL
3672,256,822285068873805825,2023-02-14 07:07:58+00:00,"b'RT @NMBewitched: #ValentinesDay \n#NYCACC\nTofu\xf0\x9f\x98\x8d\nTBK 2/14\xf0\x9f\x92\x94\n\nTofu, our gentle spirit &amp; boy\nSoft, soft, soft\nThe boy you want curl up with on t\xe2\x80\xa6'",0,NIL
3673,257,1263298212,2023-02-14 07:07:43+00:00,"b""RT @leslea61: We've been in Calif since 12/8 helping move my in-laws to Oregon.\nYesterday was grim. My 88 year old FIL (whose hip is broken\xe2\x80\xa6""",0,NIL
3674,258,1103301493652967424,2023-02-14 07:07:27+00:00,"b'RT @NMBewitched: #ValentinesDay \n#NYCACC\nChewy\xf0\x9f\xa5\xb0\xf0\x9f\x98\x8d\nTBK 2/14\xf0\x9f\x92\x94\n\nWhat holds me enthralled by this glorious boy? Is it his eyes, crinkled brow, l\xe2\x80\xa6'",0,NIL
3675,259,1596016881324134401,2023-02-14 07:06:57+00:00,b'@TOIMumbai Allow more construion bast@@d bmc im down with pneumonia..',0,NIL
3676,260,1425908472139354119,2023-02-14 07:06:25+00:00,b'RT @TomJumboGrumbo: Tofu #162143 is fighting to survive the kill pound with PNEUMONIA and NYCACC\xe2\x80\x99s needle. Surrendered for \xe2\x80\x9cpersonal issues\xe2\x80\xa6',0,NIL
3677,261,299834268,2023-02-14 07:05:58+00:00,"b""RT @DIYconspiracy: Jay of @PunkEthics is organizing a fundraiser to help The Rebel Riot's Oakar. Last week Oakar became ill and found it ha\xe2\x80\xa6""",0,NIL
3678,262,822285068873805825,2023-02-14 07:05:57+00:00,"b'RT @NMBewitched: #ValentinesDay \n#NYCACC\nChewy\xf0\x9f\xa5\xb0\xf0\x9f\x98\x8d\nTBK 2/14\xf0\x9f\x92\x94\n\nWhat holds me enthralled by this glorious boy? Is it his eyes, crinkled brow, l\xe2\x80\xa6'",0,NIL
3679,263,822285068873805825,2023-02-14 07:05:50+00:00,"b""RT @MyBoxerLuvMac1: \xf0\x9f\x92\x94Nova\xf0\x9f\x92\x94\n#NYCACC #161859 3y\n\xe2\x96\xaa\xef\xb8\x8fTo Be Killed: 2/14\xf0\x9f\x92\x89\n\xe2\x96\xaa\xef\xb8\x8fRescue fell Thru!\nGorgeous Rottie's\xf0\x9f\x92\x94, after abandoned by owner in apt\xe2\x80\xa6""",0,NIL
3680,264,4200141980,2023-02-14 07:05:25+00:00,"b'RT @NMBewitched: #ValentinesDay \n#NYCACC\nTofu\xf0\x9f\x98\x8d\nTBK 2/14\xf0\x9f\x92\x94\n\nTofu, our gentle spirit &amp; boy\nSoft, soft, soft\nThe boy you want curl up with on t\xe2\x80\xa6'",0,NIL
3681,265,629252211,2023-02-14 07:05:09+00:00,"b""RT @Tigermum12: I was in a supermarket yest masked,a lady little older than me stopped me said I wasn't sure I should have worn a mask toda\xe2\x80\xa6""",0,NIL
3682,266,1590170794130558978,2023-02-14 07:04:27+00:00,"b'RT @carl_jurassic: ""Bacterial DNA and toxins were discovered in virtually all severely ill COVID-19 pneumonia patients. This raises a previ\xe2\x80\xa6'",0,NIL
3683,267,1557501859354578944,2023-02-14 07:03:45+00:00,"b'RT @NMBewitched: #ValentinesDay \n#NYCACC\nTofu\xf0\x9f\x98\x8d\nTBK 2/14\xf0\x9f\x92\x94\n\nTofu, our gentle spirit &amp; boy\nSoft, soft, soft\nThe boy you want curl up with on t\xe2\x80\xa6'",0,NIL
3684,268,610937691,2023-02-14 07:02:53+00:00,b'RT @ntandoe_ndhlovu: Goat Medicine Cupboard \n(Antibiotics)\n\n1. Hitet 120\nHi-tet 120 antibiotic is used for the treatment of tick-borne gall\xe2\x80\xa6',0,NIL
3685,269,3039574767,2023-02-14 07:01:46+00:00,b'RT @TomJumboGrumbo: Tofu #162143 is fighting to survive the kill pound with PNEUMONIA and NYCACC\xe2\x80\x99s needle. Surrendered for \xe2\x80\x9cpersonal issues\xe2\x80\xa6',0,NIL
3686,270,2256803946,2023-02-14 07:01:14+00:00,b'RT @TomJumboGrumbo: Tofu #162143 is fighting to survive the kill pound with PNEUMONIA and NYCACC\xe2\x80\x99s needle. Surrendered for \xe2\x80\x9cpersonal issues\xe2\x80\xa6',0,NIL
3687,271,1557501859354578944,2023-02-14 07:01:07+00:00,b'RT @Gingy4Usa: \xf0\x9f\x92\x94\xf0\x9f\x90\xbeNOVA\xf0\x9f\x90\xbe\xf0\x9f\x92\x94 #NYCACC #161859  3yrs old\nRESQ fell through &amp; back on the \xe2\x98\xa0\xef\xb8\x8flist for 2/14\nInitially abandoned in building &amp; has rec\xe2\x80\xa6',0,NIL
3688,272,319644378,2023-02-14 07:00:15+00:00,b'RT @AdamWagner1: An important investigation which is now underway - Yusuf died age 5 from pneumonia after he was sent home from Rotherham G\xe2\x80\xa6',0,NIL
3689,273,730135285174931456,2023-02-14 06:59:48+00:00,"b""@GrahamDerrik @kaelin_heather @VincentCrypt46 I said that!!  I said I was NOT taking a COVID test, nor 'vaccination\xe2\x80\xa6 https://t.co/8RsZ4whLfr""",0,NIL
3690,274,1159253838336970752,2023-02-14 06:59:37+00:00,b'RT @MyBoxerLuvMac1: \xf0\x9f\x92\x94Chewy\xf0\x9f\x92\x94\n#NYCACC #162264 2y\n\xe2\x96\xaa\xef\xb8\x8fRelisted TBK: 2/14\xf0\x9f\x92\x89\nSweetie has pneumonia +having much difficulty breathing + needs hospit\xe2\x80\xa6',0,NIL
3691,275,1557501859354578944,2023-02-14 06:57:59+00:00,"b""RT @MyBoxerLuvMac1: \xf0\x9f\x92\x94Nova\xf0\x9f\x92\x94\n#NYCACC #161859 3y\n\xe2\x96\xaa\xef\xb8\x8fTo Be Killed: 2/14\xf0\x9f\x92\x89\n\xe2\x96\xaa\xef\xb8\x8fRescue fell Thru!\nGorgeous Rottie's\xf0\x9f\x92\x94, after abandoned by owner in apt\xe2\x80\xa6""",0,NIL
3692,276,1515735920275771399,2023-02-14 06:57:36+00:00,"b""RT @MyBoxerLuvMac1: \xf0\x9f\x92\x94Nova\xf0\x9f\x92\x94\n#NYCACC #161859 3y\n\xe2\x96\xaa\xef\xb8\x8fTo Be Killed: 2/14\xf0\x9f\x92\x89\n\xe2\x96\xaa\xef\xb8\x8fRescue fell Thru!\nGorgeous Rottie's\xf0\x9f\x92\x94, after abandoned by owner in apt\xe2\x80\xa6""",0,NIL
3693,277,1249000768536969217,2023-02-14 06:56:59+00:00,"b'RT @NMBewitched: #ValentinesDay \n#NYCACC\nTofu\xf0\x9f\x98\x8d\nTBK 2/14\xf0\x9f\x92\x94\n\nTofu, our gentle spirit &amp; boy\nSoft, soft, soft\nThe boy you want curl up with on t\xe2\x80\xa6'",0,NIL
3694,278,3248050718,2023-02-14 06:56:59+00:00,b'Dear Deputy Chief Minister @yadavtejashwi  And CM of Bihar @NitishKumar there is a shortage of Pneumonia vaccine in\xe2\x80\xa6 https://t.co/G5ipY708G3',0,NIL
3695,279,1454816418294222858,2023-02-14 06:55:39+00:00,b'RT @khaledzeid: Correct answer is adenocarcinoma was chosen by majority. Thanks for participants particularly who interacted by their comme\xe2\x80\xa6',0,NIL
3696,280,164782077,2023-02-14 06:55:04+00:00,"b""RT @MyBoxerLuvMac1: \xf0\x9f\x92\x94Nova\xf0\x9f\x92\x94\n#NYCACC #161859 3y\n\xe2\x96\xaa\xef\xb8\x8fTo Be Killed: 2/14\xf0\x9f\x92\x89\n\xe2\x96\xaa\xef\xb8\x8fRescue fell Thru!\nGorgeous Rottie's\xf0\x9f\x92\x94, after abandoned by owner in apt\xe2\x80\xa6""",0,NIL
3697,281,1159253838336970752,2023-02-14 06:54:48+00:00,"b""RT @MyBoxerLuvMac1: \xf0\x9f\x92\x94Nova\xf0\x9f\x92\x94\n#NYCACC #161859 3y\n\xe2\x96\xaa\xef\xb8\x8fTo Be Killed: 2/14\xf0\x9f\x92\x89\n\xe2\x96\xaa\xef\xb8\x8fRescue fell Thru!\nGorgeous Rottie's\xf0\x9f\x92\x94, after abandoned by owner in apt\xe2\x80\xa6""",0,NIL
3698,282,1377959384,2023-02-14 06:54:20+00:00,"b""Jay of @PunkEthics is organizing a fundraiser to help The Rebel Riot's Oakar. Last week Oakar became ill and found\xe2\x80\xa6 https://t.co/zjGxaRnx7d""",0,NIL
3699,283,191027515,2023-02-14 06:54:09+00:00,"b'RT @war_fallen: Remembering Nurse Doris Page, died from pneumonia following measles on the 14th February 1917 aged 20, no VAD index card, n\xe2\x80\xa6'",1,measles
3700,284,1469305820600958979,2023-02-14 06:53:34+00:00,b'RT @MyBoxerLuvMac1: \xf0\x9f\x92\x94Chewy\xf0\x9f\x92\x94\n#NYCACC #162264 2y\n\xe2\x96\xaa\xef\xb8\x8fRelisted TBK: 2/14\xf0\x9f\x92\x89\nSweetie has pneumonia +having much difficulty breathing + needs hospit\xe2\x80\xa6',0,NIL
3701,285,1105370763916263424,2023-02-14 06:53:18+00:00,"b""RT @MyBoxerLuvMac1: \xf0\x9f\x92\x94Nova\xf0\x9f\x92\x94\n#NYCACC #161859 3y\n\xe2\x96\xaa\xef\xb8\x8fTo Be Killed: 2/14\xf0\x9f\x92\x89\n\xe2\x96\xaa\xef\xb8\x8fRescue fell Thru!\nGorgeous Rottie's\xf0\x9f\x92\x94, after abandoned by owner in apt\xe2\x80\xa6""",0,NIL
3702,286,1601642240,2023-02-14 06:53:00+00:00,"b'Remembering Nurse Doris Page, died from pneumonia following measles on the 14th February 1917 aged 20, no VAD index\xe2\x80\xa6 https://t.co/E3d4xZaXJH'",1,measles
3703,287,3011740201,2023-02-14 06:51:49+00:00,"b'RT @TomJumboGrumbo: Chewy #162264 has PNEUMONIA and needs hospital treatment. Discarded to die for \xe2\x80\x9cno time\xe2\x80\x9d, he arrived JAN 30 to now TBK\xe2\x80\xa6'",0,NIL
3704,288,1092222277108654080,2023-02-14 06:51:26+00:00,b'Anyone got tips for at home care or relief for diagnosed pneumonia? Am already taking antibiotics but I\xe2\x80\x99d like to h\xe2\x80\xa6 https://t.co/C3VibXoNvu',0,NIL
3705,289,989864354966327296,2023-02-14 06:50:47+00:00,"b""RT @MyBoxerLuvMac1: \xf0\x9f\x92\x94Nova\xf0\x9f\x92\x94\n#NYCACC #161859 3y\n\xe2\x96\xaa\xef\xb8\x8fTo Be Killed: 2/14\xf0\x9f\x92\x89\n\xe2\x96\xaa\xef\xb8\x8fRescue fell Thru!\nGorgeous Rottie's\xf0\x9f\x92\x94, after abandoned by owner in apt\xe2\x80\xa6""",0,NIL
3706,290,751479469269889026,2023-02-14 06:50:16+00:00,"b""RT @MyBoxerLuvMac1: \xf0\x9f\x92\x94Nova\xf0\x9f\x92\x94\n#NYCACC #161859 3y\n\xe2\x96\xaa\xef\xb8\x8fTo Be Killed: 2/14\xf0\x9f\x92\x89\n\xe2\x96\xaa\xef\xb8\x8fRescue fell Thru!\nGorgeous Rottie's\xf0\x9f\x92\x94, after abandoned by owner in apt\xe2\x80\xa6""",0,NIL
3707,291,1500532270180061196,2023-02-14 06:49:28+00:00,"b'RT @NMBewitched: #ValentinesDay \n#NYCACC\nChewy\xf0\x9f\xa5\xb0\xf0\x9f\x98\x8d\nTBK 2/14\xf0\x9f\x92\x94\n\nWhat holds me enthralled by this glorious boy? Is it his eyes, crinkled brow, l\xe2\x80\xa6'",0,NIL
3708,292,1603401533965623297,2023-02-14 06:47:08+00:00,b'Because I love the clean air and sunshine #\xe7\x8b\x97\xe5\xa5\xb4 #\xe5\x8f\xab\xe5\xba\x8a #\xe5\x81\x9a\xe7\x88\xb1 000 cases of bronchitis and pneumonia and other lower respira\xe2\x80\xa6 https://t.co/pVIY6QLWcs',0,NIL
3709,293,1571108275890040833,2023-02-14 06:47:02+00:00,b'@TheShyOne6 LMAO \xf0\x9f\xa4\xa3 Understandable ! I was learning how to remove  pleural fluid from a Pneumonia patient\xe2\x80\x99s lungs in\xe2\x80\xa6 https://t.co/Npns5KuH3C',1,flu
3710,294,886555705402109954,2023-02-14 06:45:18+00:00,"b""RT @MyBoxerLuvMac1: \xf0\x9f\x92\x94Nova\xf0\x9f\x92\x94\n#NYCACC #161859 3y\n\xe2\x96\xaa\xef\xb8\x8fTo Be Killed: 2/14\xf0\x9f\x92\x89\n\xe2\x96\xaa\xef\xb8\x8fRescue fell Thru!\nGorgeous Rottie's\xf0\x9f\x92\x94, after abandoned by owner in apt\xe2\x80\xa6""",0,NIL
3711,295,3011740201,2023-02-14 06:43:25+00:00,b'RT @TomJumboGrumbo: Tofu #162143 is fighting to survive the kill pound with PNEUMONIA and NYCACC\xe2\x80\x99s needle. Surrendered for \xe2\x80\x9cpersonal issues\xe2\x80\xa6',0,NIL
3712,296,3011740201,2023-02-14 06:43:12+00:00,b'RT @MyBoxerLuvMac1: \xf0\x9f\x92\x94Chewy\xf0\x9f\x92\x94\n#NYCACC #162264 2y\n\xe2\x96\xaa\xef\xb8\x8fRelisted TBK: 2/14\xf0\x9f\x92\x89\nSweetie has pneumonia +having much difficulty breathing + needs hospit\xe2\x80\xa6',0,NIL
3713,297,1161695184016400384,2023-02-14 06:43:10+00:00,"b""A young man's medical report: malnourished, catalepsy...stressed out...neurasthenia...scarlet fever...pneumonia...spasticity...""",1,fever
3714,298,24454249,2023-02-14 06:42:37+00:00,"b'RT @NMBewitched: #ValentinesDay \n#NYCACC\nTofu\xf0\x9f\x98\x8d\nTBK 2/14\xf0\x9f\x92\x94\n\nTofu, our gentle spirit &amp; boy\nSoft, soft, soft\nThe boy you want curl up with on t\xe2\x80\xa6'",0,NIL
3715,299,160042007,2023-02-14 06:42:03+00:00,"b""RT @amirahnatasya04: Soalan yg saya selalu tanya student nurse/physio kenapa kena puasa untk operation atau suction pastu diaorng 'akak ken\xe2\x80\xa6""",0,NIL
3716,300,1454816418294222858,2023-02-14 06:41:43+00:00,b'RT @khaledzeid: Invasive mucinous adenocarcinoma IMA is the only lung cancer presents with pneumonia like pattern. Others present as nodule\xe2\x80\xa6',1,cancer
3717,301,981996864,2023-02-14 06:41:36+00:00,b'RT @MyBoxerLuvMac1: \xf0\x9f\x92\x94Chewy\xf0\x9f\x92\x94\n#NYCACC #162264 2y\n\xe2\x96\xaa\xef\xb8\x8fRelisted TBK: 2/14\xf0\x9f\x92\x89\nSweetie has pneumonia +having much difficulty breathing + needs hospit\xe2\x80\xa6',0,NIL
3718,302,830536052112625665,2023-02-14 06:40:51+00:00,"b""RT @MyBoxerLuvMac1: \xf0\x9f\x92\x94Nova\xf0\x9f\x92\x94\n#NYCACC #161859 3y\n\xe2\x96\xaa\xef\xb8\x8fTo Be Killed: 2/14\xf0\x9f\x92\x89\n\xe2\x96\xaa\xef\xb8\x8fRescue fell Thru!\nGorgeous Rottie's\xf0\x9f\x92\x94, after abandoned by owner in apt\xe2\x80\xa6""",0,NIL
3719,303,1572978676135755777,2023-02-14 06:40:09+00:00,b'RT @MyBoxerLuvMac1: \xf0\x9f\x92\x94Chewy\xf0\x9f\x92\x94\n#NYCACC #162264 2y\n\xe2\x96\xaa\xef\xb8\x8fRelisted TBK: 2/14\xf0\x9f\x92\x89\nSweetie has pneumonia +having much difficulty breathing + needs hospit\xe2\x80\xa6',0,NIL
3720,304,3011740201,2023-02-14 06:40:04+00:00,"b'RT @NMBewitched: #ValentinesDay \n#NYCACC\nTofu\xf0\x9f\x98\x8d\nTBK 2/14\xf0\x9f\x92\x94\n\nTofu, our gentle spirit &amp; boy\nSoft, soft, soft\nThe boy you want curl up with on t\xe2\x80\xa6'",0,NIL
3721,305,1559670944,2023-02-14 06:39:55+00:00,b'RT @khaledzeid: Invasive mucinous adenocarcinoma IMA is the only lung cancer presents with pneumonia like pattern. Others present as nodule\xe2\x80\xa6',1,cancer
3722,306,1488928188348653572,2023-02-14 06:39:52+00:00,"b""@juli_bg_bs @LousieTashi @MichaelDaignau3 My wife, who's healthy, exercises and almost NEVER gets sick, got 2 colds\xe2\x80\xa6 https://t.co/8ntu6DFuCa""",0,NIL
3723,307,129318947,2023-02-14 06:39:48+00:00,b'RT @MyBoxerLuvMac1: \xf0\x9f\x92\x94Chewy\xf0\x9f\x92\x94\n#NYCACC #162264 2y\n\xe2\x96\xaa\xef\xb8\x8fRelisted TBK: 2/14\xf0\x9f\x92\x89\nSweetie has pneumonia +having much difficulty breathing + needs hospit\xe2\x80\xa6',0,NIL
3724,308,1237071439347539971,2023-02-14 06:37:58+00:00,b'RT @TomJumboGrumbo: Tofu #162143 is fighting to survive the kill pound with PNEUMONIA and NYCACC\xe2\x80\x99s needle. Surrendered for \xe2\x80\x9cpersonal issues\xe2\x80\xa6',0,NIL
3725,309,1557501859354578944,2023-02-14 06:37:10+00:00,"b'RT @NMBewitched: #ValentinesDay \n#NYCACC\nChewy\xf0\x9f\xa5\xb0\xf0\x9f\x98\x8d\nTBK 2/14\xf0\x9f\x92\x94\n\nWhat holds me enthralled by this glorious boy? Is it his eyes, crinkled brow, l\xe2\x80\xa6'",0,NIL
3726,310,273683993,2023-02-14 06:33:07+00:00,b'RT @MyBoxerLuvMac1: \xf0\x9f\x92\x94Chewy\xf0\x9f\x92\x94\n#NYCACC #162264 2y\n\xe2\x96\xaa\xef\xb8\x8fRelisted TBK: 2/14\xf0\x9f\x92\x89\nSweetie has pneumonia +having much difficulty breathing + needs hospit\xe2\x80\xa6',0,NIL
3727,311,1603169030,2023-02-14 06:32:46+00:00,"b""RT @MyBoxerLuvMac1: \xf0\x9f\x92\x94Nova\xf0\x9f\x92\x94\n#NYCACC #161859 3y\n\xe2\x96\xaa\xef\xb8\x8fTo Be Killed: 2/14\xf0\x9f\x92\x89\n\xe2\x96\xaa\xef\xb8\x8fRescue fell Thru!\nGorgeous Rottie's\xf0\x9f\x92\x94, after abandoned by owner in apt\xe2\x80\xa6""",0,NIL
3728,312,1408839670495006724,2023-02-14 06:32:45+00:00,"b""RT @MyBoxerLuvMac1: \xf0\x9f\x92\x94Nova\xf0\x9f\x92\x94\n#NYCACC #161859 3y\n\xe2\x96\xaa\xef\xb8\x8fTo Be Killed: 2/14\xf0\x9f\x92\x89\n\xe2\x96\xaa\xef\xb8\x8fRescue fell Thru!\nGorgeous Rottie's\xf0\x9f\x92\x94, after abandoned by owner in apt\xe2\x80\xa6""",0,NIL
3729,313,457248913,2023-02-14 06:32:36+00:00,"b""RT @MyBoxerLuvMac1: \xf0\x9f\x92\x94Tofu\xf0\x9f\x92\x94\n#NYCACC #162143 2yr\n\xe2\x96\xaa\xef\xb8\x8fRelisted TBK: 2/14\xf0\x9f\x92\x89\nSweet boy's on list 4 MD. Has pneumonia + rcving IV treatments. Friend\xe2\x80\xa6""",0,NIL
3730,314,312543827,2023-02-14 06:32:25+00:00,"b""RT @results4dev: R4D's CEO @LagomarsinoGina &amp; team members met with Abdulkadir Galgalo, head of @EPSA_Ethiopia (Ethiopian Pharmaceutical Su\xe2\x80\xa6""",0,NIL
3731,315,293839948,2023-02-14 06:32:20+00:00,"b'RT @aldotcom: Autumn Harris was 34 when she died in the Walker County Jail on Dec. 5, 2018. She had been in jail for three weeks after she\xe2\x80\xa6'",0,NIL
3732,316,872206818042273792,2023-02-14 06:32:11+00:00,"b'RT @BusyDrT: Is there ANY vaccine you\xe2\x80\x99d consider taking \nin the future?\nExamples - Flu, Singles, Pneumonia, MMR , HPV,\nTetanus, Smallpox, C\xe2\x80\xa6'",1,Flu
3733,317,2615044988,2023-02-14 06:31:45+00:00,"b'RT @NMBewitched: #ValentinesDay \n#NYCACC\nChewy\xf0\x9f\xa5\xb0\xf0\x9f\x98\x8d\nTBK 2/14\xf0\x9f\x92\x94\n\nWhat holds me enthralled by this glorious boy? Is it his eyes, crinkled brow, l\xe2\x80\xa6'",0,NIL
3734,318,73403623,2023-02-14 06:30:51+00:00,b'RT @StudentNurseSNL: Pneumonia \xe2\x80\x93 Nursing Care for Patients with https://t.co/T40iU0NCKj #studentnurselife #maturestudentnurse #nursingstude\xe2\x80\xa6',0,NIL
3735,319,1266705199693008898,2023-02-14 06:30:38+00:00,b'RT @TomJumboGrumbo: Tofu #162143 is fighting to survive the kill pound with PNEUMONIA and NYCACC\xe2\x80\x99s needle. Surrendered for \xe2\x80\x9cpersonal issues\xe2\x80\xa6',0,NIL
3736,320,1504286372881829888,2023-02-14 06:29:46+00:00,b'RT @Savedbygrace463: Urgent prayers for my momma please! She collapsed about a hour ago and was not breathing when she left by ambulance. S\xe2\x80\xa6',0,NIL
3737,321,1266705199693008898,2023-02-14 06:29:37+00:00,"b'RT @TomJumboGrumbo: Chewy #162264 has PNEUMONIA and needs hospital treatment. Discarded to die for \xe2\x80\x9cno time\xe2\x80\x9d, he arrived JAN 30 to now TBK\xe2\x80\xa6'",0,NIL
3738,322,344701287,2023-02-14 06:29:33+00:00,"b""RT @MyBoxerLuvMac1: \xf0\x9f\x92\x94Nova\xf0\x9f\x92\x94\n#NYCACC #161859 3y\n\xe2\x96\xaa\xef\xb8\x8fTo Be Killed: 2/14\xf0\x9f\x92\x89\n\xe2\x96\xaa\xef\xb8\x8fRescue fell Thru!\nGorgeous Rottie's\xf0\x9f\x92\x94, after abandoned by owner in apt\xe2\x80\xa6""",0,NIL
3739,323,2855098515,2023-02-14 06:29:04+00:00,"b'@Nwa_Khalanga_ @JessicaMbangeni I may be late but let me try and assist, "" There\'s no better way to die"" \n\nU Jessic\xe2\x80\xa6 https://t.co/lhsuvBFUtq'",0,NIL
3740,324,1187282506124529664,2023-02-14 06:28:02+00:00,"b""#BOTD 1882 \xe2\x80\x93 1942 John Barrymore, 60, (Pneumonia), US actor.\n\nState's Attorney * A Bill of Divorcement * Rasputin a\xe2\x80\xa6 https://t.co/F24ApHvFCi""",0,NIL
3741,325,1187282506124529664,2023-02-14 06:28:01+00:00,"b""#BOTD 1882 \xe2\x80\x93 1942 John Barrymore, 60, (Pneumonia), US actor. Drew Barrymore's grandfather.\n\nFilm debut 1912. - Dr J\xe2\x80\xa6 https://t.co/Xc4KygiPSG""",0,NIL
3742,326,1058832106477047810,2023-02-14 06:27:36+00:00,b'RT @ricwe123: Golden oldie.\nJust for laughs.\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\n\nDonald Trump mocks Hillary Clinton over her pneumonia outbreak. https://t.co/Tl69NzuSn7',0,NIL
3743,327,3188240965,2023-02-14 06:27:29+00:00,b'RT @MyBoxerLuvMac1: \xf0\x9f\x92\x94Chewy\xf0\x9f\x92\x94\n#NYCACC #162264 2y\n\xe2\x96\xaa\xef\xb8\x8fRelisted TBK: 2/14\xf0\x9f\x92\x89\nSweetie has pneumonia +having much difficulty breathing + needs hospit\xe2\x80\xa6',0,NIL
3744,328,188648108,2023-02-14 06:27:25+00:00,b'RT @ricwe123: Golden oldie.\nJust for laughs.\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\n\nDonald Trump mocks Hillary Clinton over her pneumonia outbreak. https://t.co/Tl69NzuSn7',0,NIL
3745,329,49440736,2023-02-14 06:26:07+00:00,"b'RT @TomJumboGrumbo: Chewy #162264 has PNEUMONIA and needs hospital treatment. Discarded to die for \xe2\x80\x9cno time\xe2\x80\x9d, he arrived JAN 30 to now TBK\xe2\x80\xa6'",0,NIL
